id_family_datalake,FavelaID,SchoolLast_FIRST,SchoolCurrent_FIRST,IncomeWorkS3_FIRST,BankAccount_FIRST,SchoolMathLit_FIRST,SchoolLiteracy_FIRST,FamilyRelations_FIRST,Income_FIRST,CEP_FIRST,Bathroom_FIRST,Floor_FIRST,Roof_FIRST,Walls_FIRST,Sewer_FIRST,Water_FIRST,WaterFrequency_FIRST,Eletricity_FIRST,Garbage_FIRST,HousingProblems_FIRST,Documents_FIRST,CommFacilities_FIRST,Internet_FIRST,CulturalEvent_FIRST,Access_FIRST,FoodManytimes_FIRST,IncomeDesc_FIRST,JobSatisfaction_FIRST,AverageIGF_FIRST,CategoriaIGF_FIRST,AverageIncome_FIRST,CategoriaIncome_FIRST,AverageHousing_FIRST,CategoriaHousing_FIRST,AverageSchooling_FIRST,CategoriaSchooling_FIRST,AverageHealth_FIRST,CategoriaHealth_FIRST,AverageWomanAutonomy_FIRST,CategoriaWomanAutonomy_FIRST,AverageCitizenship_FIRST,CategoriaCitizenship_FIRST,AverageFirstInfancy_FIRST,CategoriaFirstInfancy_FIRST,AverageCulture_FIRST,CategoriaCulture_FIRST,AverageEnvironment_FIRST,CategoriaEnvironment_FIRST,DreamsKids_FIRST,KidsSchool2N_FIRST,BathroomQualit_FIRST,Health_FIRST,HealthKids_FIRST,Documents_LAST,SchoolLiteracy_LAST,SchoolMathLit_LAST,SchoolCurrent_LAST,SchoolLast_LAST,IncomeWorkS3_LAST,CulturalEvent_LAST,CEP_LAST,Bathroom_LAST,BathroomQualit_LAST,Floor_LAST,Roof_LAST,Walls_LAST,Sewer_LAST,Water_LAST,WaterFrequency_LAST,Eletricity_LAST,Garbage_LAST,HousingProblems_LAST,CommFacilities_LAST,Access_LAST,FoodManytimes_LAST,Income_LAST,Internet_LAST,BankAccount_LAST,JobSatisfaction_LAST,IncomeDesc_LAST,AverageIGF_LAST,CategoriaIGF_LAST,AverageIncome_LAST,CategoriaIncome_LAST,AverageHousing_LAST,CategoriaHousing_LAST,AverageSchooling_LAST,CategoriaSchooling_LAST,AverageHealth_LAST,CategoriaHealth_LAST,AverageWomanAutonomy_LAST,CategoriaWomanAutonomy_LAST,AverageCitizenship_LAST,CategoriaCitizenship_LAST,AverageFirstInfancy_LAST,CategoriaFirstInfancy_LAST,AverageCulture_LAST,CategoriaCulture_LAST,AverageEnvironment_LAST,CategoriaEnvironment_LAST,FamilyRelations_LAST,DreamsKids_LAST,KidsSchool2N_LAST,Health_LAST,HealthKids_LAST,Gender,Race,HowManyPHHH,IncomePerCapita_FIRST,IncomePerCapita_LAST
1.11.3.2022.305139R_1hKnzTpsoM389fC,Marte (São José do Rio Preto),Ensino médio,Não,Não estou trabalhando,Sim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Outro,Nenhum problema,Não tenho nenhum documento,Nenhuma opção,Não tenho acesso à internet,Às vezes,NA,NA,R_DI_IncomeDesc_4=NA; R_DI_IncomeDesc_5=800; R_DI_IncomeDesc_6=NA; R_DI_IncomeDesc_7=NA; R_DI_IncomeDesc_8=NA; R_DI_IncomeDesc_9=NA; R_DI_IncomeDesc_10=NA;R_DC_IncomeDesc_4=NA; R_DC_IncomeDesc_5=NA; R_DC_IncomeDesc_6=NA; R_DC_IncomeDesc_7=NA; R_DC_IncomeDesc_8=NA; R_DC_IncomeDesc_9=NA; R_DC_IncomeDesc_10=NA,R_DI_JobSatisfaction_1_Interessante=NA; R_DI_JobSatisfaction_2_Util=NA; R_DI_JobSatisfaction_3_Assedio=NA; R_DI_JobSatisfaction_4_Satisfeito=NA; R_DI_JobSatisfaction_5_Educacao=NA; R_DI_JobSatisfaction_6_Crescimento=NA; R_DI_JobSatisfaction_7_Satisfeito=NA; R_DI_JobSatisfaction_8_CLT=NA; R_DI_JobSatisfaction_9_Seguro=NA; R_DI_JobSatisfaction_10_Empreender=NA; R_DI_JobSatisfaction_11_Escolher=NA; R_DI_JobSatisfactio2_7=NA;NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nenhuma opção,NA,NA,CPF;RG;Certidão de casamento;Título de eleitor;Certificado de reservista;Carteira de trabalho;Cartão SUS;Certidão de nascimento;NIS/NIT,NA,NA,Não,Ensino médio,Trabalho informal,Às vezes,NA,NA,Porta externa que fecha o banheiro;Box ou cortina que fecha o chuveiro;Chuveiro com água quente;Privada com tampa;Piso de azulejo;Parede de azulejo,NA,NA,NA,NA,NA,NA,NA,Coleta seletiva,Nenhum problema,Creche ou escola pública;Posto de Saúde;Iluminação pública;Hospital público;Opções de lazer;Creche ou escola pública;Esgoto e água encanada;Transporte Público;Esgoto e água encanada;Ruas e vielas;Ruas e vielas;Espaços comunitários,NA,NA,NA,"Para trabalhar;Para estudar;Para passar o tempo (redes sociais, jogos, ouvir música, ver filme...);Para falar com amigos e família;Para acessar serviços públicos (poupa tempo, gov.br, INSS, etc...);Para acessar banco e serviços financeiros;Para comprar coisas",Sim,R_ATI_JobSatisfaction_Interessante_1=NA; R_ATI_JobSatisfaction_Util_2=NA; R_ATI_JobSatisfaction_Assedio_3=NA; R_ATI_JobSatisfaction_Satisfeito_4=NA; R_ATI_JobSatisfaction_Educacao_5=NA; R_ATI_JobSatisfaction_6_Crescimento=NA; R_ATI_JobSatisfaction_Satisfeito_7=NA; R_ATI_JobSatisfaction_CLT_8=NA; R_ATI_JobSatisfaction_Seguro_9=NA; R_ATI_JobSatisfaction_Empreender_10=NA; R_ATI_JobSatisfaction_Escolher_11=NA; R_ATI_JobSatisfaction_NEscolher_12=NA; R_ATI_JobSatisfaction_Interessante_13=NA; R_ATI_JobSatisfaction_Util_14=NA,R_ATI_IncomeDesc_4=1700; R_ATI_IncomeDesc_5=0; R_ATI_IncomeDesc_6=0; R_ATI_IncomeDesc_7=0; R_ATI_IncomeDesc_8=0; R_ATI_IncomeDesc_9=0; R_ATI_IncomeDesc_10=0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mulher cisgênero,Preta,4,NA,NA
1.14.12.2021.160144R_26h7fHaIHuHmFTf,Marte (São José do Rio Preto),Superior,Sim,"CLT, servidor público, estágio ou jovem aprendiz",Sim,Bem,Bem,NA,1000,Não tenho CEP,Um banheiro exclusivo da família,Cimento e/ou contrapiso,NA,Taipa ou alvenaria sem revestimento,Ligado à rede não oficial,Encanada fora da rede oficial,NA,Possui sem padrão próprio,Queimado ou enterrado;Recolhido pela prefeitura,"Infiltração, alagamento, inundação, umidade, chuva, goteiras e mofo;Animais indesejados",Título de eleitor;Carteira de trabalho;Certidão de nascimento,Nenhuma opção,Não tenho acesso à internet,Sempre,Todos os membros tem acesso,NA,R_DI_IncomeDesc_4=1100; R_DI_IncomeDesc_5=470; R_DI_IncomeDesc_6=NA; R_DI_IncomeDesc_7=NA; R_DI_IncomeDesc_8=NA; R_DI_IncomeDesc_9=NA; R_DI_IncomeDesc_10=NA;R_DC_IncomeDesc_4=NA; R_DC_IncomeDesc_5=NA; R_DC_IncomeDesc_6=NA; R_DC_IncomeDesc_7=NA; R_DC_IncomeDesc_8=NA; R_DC_IncomeDesc_9=NA; R_DC_IncomeDesc_10=NA,R_DI_JobSatisfaction_1_Interessante=Discordo totalmente (1); R_DI_JobSatisfaction_2_Util=Concordo totalmente (5); R_DI_JobSatisfaction_3_Assedio=Concordo totalmente (5); R_DI_JobSatisfaction_4_Satisfeito=Discordo totalmente (1); R_DI_JobSatisfaction_5_Educacao=Concordo totalmente (5); R_DI_JobSatisfaction_6_Crescimento=Discordo totalmente (1); R_DI_JobSatisfaction_7_Satisfeito=NA; R_DI_JobSatisfaction_8_CLT=NA; R_DI_JobSatisfaction_9_Seguro=NA; R_DI_JobSatisfaction_10_Empreender=NA; R_DI_JobSatisfaction_11_Escolher=NA; R_DI_JobSatisfactio2_7=NA;R_DC_JobSatisfaction_7_Satisfeito=Discordo totalmente (1); R_DC_JobSatisfaction_8_CLT=NA; R_DC_JobSatisfaction_9_Seguro=NA; R_DC_JobSatisfaction_10_Empreender=NA; R_DC_JobSatisfaction_11_Escolher=NA; R_DC_JobSatisfaction_12_Chamar=NA; R_DC_JobSatisfaction_13_Interessante=Discordo totalmente (1); R_DC_JobSatisfaction_14_Util=Concordo totalmente (5); R_DC_JobSatisfaction_15_Assedio=Concordo totalmente (5); R_DC_JobSatisfaction_5_Educacao=Concordo totalmente (5); R_DC_JobSatisfaction_16_Crescer=Discordo totalmente (1),3.87056711166506,P2,4.01553568375592,P2,2.3509936653157,E2,4.75000225000225,P2,NA,NA,NA,NA,2.10687107091651,E2,NA,NA,5,D,5,D,NA,NA,Nenhuma opção,NA,NA,CPF;RG;Título de eleitor;Certificado de reservista;Carteira de trabalho;Cartão SUS;Certidão de nascimento;NIS/NIT,Bem,Não muito bem,Não,Ensino médio,Trabalho informal,Nunca,Tenho CEP,Um banheiro exclusivo da família,Porta externa que fecha o banheiro;Box ou cortina que fecha o chuveiro;Chuveiro com água quente;Privada com tampa;Piso de azulejo;Parede de azulejo,"Cerâmica, lajota, pedra, material sustentável e/ou madeira trabalhada",NA,Materiais adequados,Ligado à rede oficial,Encanada da rede pública,NA,Possui com padrão próprio,Recolhido pela prefeitura;Coleta seletiva,Nenhum problema,Creche ou escola pública;Posto de Saúde;Iluminação pública;Hospital público;Creche ou escola pública;Opções de lazer;Creche ou escola pública;Esgoto e água encanada;Transporte Público;Esgoto e água encanada;Ruas e vielas;Ruas e vielas;Espaços comunitários,Todos os membros tem acesso,NA,1200,"Para trabalhar;Para passar o tempo (redes sociais, jogos, ouvir música, ver filme...);Para falar com amigos e família;Para acessar serviços públicos (poupa tempo, gov.br, INSS, etc...);Para acessar banco e serviços financeiros;Para comprar coisas",Sim,R_ATI_JobSatisfaction_Interessante_1=NA; R_ATI_JobSatisfaction_Util_2=NA; R_ATI_JobSatisfaction_Assedio_3=NA; R_ATI_JobSatisfaction_Satisfeito_4=NA; R_ATI_JobSatisfaction_Educacao_5=NA; R_ATI_JobSatisfaction_6_Crescimento=NA; R_ATI_JobSatisfaction_Satisfeito_7=NA; R_ATI_JobSatisfaction_CLT_8=NA; R_ATI_JobSatisfaction_Seguro_9=NA; R_ATI_JobSatisfaction_Empreender_10=NA; R_ATI_JobSatisfaction_Escolher_11=NA; R_ATI_JobSatisfaction_NEscolher_12=NA; R_ATI_JobSatisfaction_Interessante_13=NA; R_ATI_JobSatisfaction_Util_14=NA,R_ATI_IncomeDesc_4=1200; R_ATI_IncomeDesc_5=0; R_ATI_IncomeDesc_6=0; R_ATI_IncomeDesc_7=0; R_ATI_IncomeDesc_8=0; R_ATI_IncomeDesc_9=0; R_ATI_IncomeDesc_10=0,4.66791780551964,D,2.9891257312735,E2,5.93629715736221,D,4,P2,NA,NA,NA,NA,5.75000175000175,D,NA,NA,4,P2,5,D,NA,NA,NA,NA,NA,Homem cisgênero,Branca,1,1000.0,1200.0
1.15.10.2021.167179R_5p6FavLKITRoClj,Marte (São José do Rio Preto),Ensino fundamental,Não,"CLT, servidor público, estágio ou jovem aprendiz",Sim,Bem,Muito bem,Sem conflitos relevantes,1212,Não tenho CEP,Um banheiro exclusivo da família,Cimento e/ou contrapiso,Materiais adequados,Madeira aproveitada,Fossa,Encanada fora da rede oficial,Todos os dias da semana,Possui sem padrão próprio,Recolhido pela prefeitura,"Infiltração, alagamento, inundação, umidade, chuva, goteiras e mofo;Infiltração, alagamento, inundação, umidade, chuva, goteiras e mofo;Animais indesejados",Não tenho nenhum documento,Nenhuma opção,Não tenho acesso à internet,Nunca,NA,Mais que 3 vezes ao dia,R_DI_IncomeDesc_4=1700; R_DI_IncomeDesc_5=NA; R_DI_IncomeDesc_6=NA; R_DI_IncomeDesc_7=NA; R_DI_IncomeDesc_8=NA; R_DI_IncomeDesc_9=NA; R_DI_IncomeDesc_10=NA;R_DC_IncomeDesc_4=NA; R_DC_IncomeDesc_5=NA; R_DC_IncomeDesc_6=NA; R_DC_IncomeDesc_7=NA; R_DC_IncomeDesc_8=NA; R_DC_IncomeDesc_9=NA; R_DC_IncomeDesc_10=NA,R_DI_JobSatisfaction_1_Interessante=Concordo totalmente (5); R_DI_JobSatisfaction_2_Util=Concordo totalmente (5); R_DI_JobSatisfaction_3_Assedio=Discordo totalmente (1); R_DI_JobSatisfaction_4_Satisfeito=Concordo (4); R_DI_JobSatisfaction_5_Educacao=Concordo (4); R_DI_JobSatisfaction_6_Crescimento=Concordo totalmente (5); R_DI_JobSatisfaction_7_Satisfeito=NA; R_DI_JobSatisfaction_8_CLT=NA; R_DI_JobSatisfaction_9_Seguro=NA; R_DI_JobSatisfaction_10_Empreender=NA; R_DI_JobSatisfaction_11_Escolher=NA; R_DI_JobSatisfactio2_7=NA;R_DC_JobSatisfaction_7_Satisfeito=Concordo (4); R_DC_JobSatisfaction_8_CLT=NA; R_DC_JobSatisfaction_9_Seguro=NA; R_DC_JobSatisfaction_10_Empreender=NA; R_DC_JobSatisfaction_11_Escolher=NA; R_DC_JobSatisfaction_12_Chamar=NA; R_DC_JobSatisfaction_13_Interessante=Concordo totalmente (5); R_DC_JobSatisfaction_14_Util=Concordo totalmente (5); R_DC_JobSatisfaction_15_Assedio=Discordo totalmente (1); R_DC_JobSatisfaction_5_Educacao=Concordo (4); R_DC_JobSatisfaction_16_Crescer=Concordo totalmente (5),2.48472825912815,E2,2.75584878303727,E2,2.28632121087001,E2,1.00089919162673,E1,4.49999624999062,P2,NA,NA,1.00119856651445,E1,NA,NA,NA,NA,4.166665,P2,Sim,Não,Nenhuma opção,Doenças respiratórias,Nenhuma opção,CPF;RG;Certidão de casamento;Título de eleitor;Carteira de trabalho;Cartão SUS;NIS/NIT,Bem,Não muito bem,Não,Ensino fundamental,"CLT, servidor público, estágio ou jovem aprendiz",Sempre,Tenho CEP,Um banheiro exclusivo da família,Porta externa que fecha o banheiro;Box ou cortina que fecha o chuveiro;Chuveiro com água fria;Privada com tampa;Piso de azulejo;Parede de azulejo,"Cerâmica, lajota, pedra, material sustentável e/ou madeira trabalhada",Materiais adequados,Materiais adequados,Ligado à rede oficial,Encanada da rede pública,Todos os dias da semana,Possui com padrão próprio,Recolhido pela prefeitura,"Infiltração, alagamento, inundação, umidade, chuva, goteiras e mofo;Infiltração, alagamento, inundação, umidade, chuva, goteiras e mofo",Creche ou escola pública;Posto de Saúde;Hospital público;Creche ou escola pública;Opções de lazer;Creche ou escola pública;Transporte Público;Espaços comunitários,NA,3 vezes ao dia,2100,"Para passar o tempo (redes sociais, jogos, ouvir música, ver filme...);Para falar com amigos e família;Para acessar serviços públicos (poupa tempo, gov.br, INSS, etc...);Para acessar banco e serviços financeiros;Para comprar coisas",Sim,R_ATI_JobSatisfaction_Interessante_1=NA; R_ATI_JobSatisfaction_Util_2=NA; R_ATI_JobSatisfaction_Assedio_3=NA; R_ATI_JobSatisfaction_Satisfeito_4=NA; R_ATI_JobSatisfaction_Educacao_5=NA; R_ATI_JobSatisfaction_6_Crescimento=NA; R_ATI_JobSatisfaction_Satisfeito_7=NA; R_ATI_JobSatisfaction_CLT_8=NA; R_ATI_JobSatisfaction_Seguro_9=NA; R_ATI_JobSatisfaction_Empreender_10=NA; R_ATI_JobSatisfaction_Escolher_11=NA; R_ATI_JobSatisfaction_NEscolher_12=NA; R_ATI_JobSatisfaction_Interessante_13=NA; R_ATI_JobSatisfaction_Util_14=NA,R_ATI_IncomeDesc_4=1500; R_ATI_IncomeDesc_5=600; R_ATI_IncomeDesc_6=0; R_ATI_IncomeDesc_7=0; R_ATI_IncomeDesc_8=0; R_ATI_IncomeDesc_9=0; R_ATI_IncomeDesc_10=0,4.74591465268041,D,4.81686476521791,P2,5.34204174104892,D,3,P1,5,D,NA,NA,5.06249606249606,D,NA,NA,NA,NA,5,D,Sem conflitos relevantes,Sim,Sim,Nenhuma opção,Nenhuma opção,NA,NA,6,202.0,350.0
1.15.3.2022.147339R_1FEXOr2MtRmhic3,Marte (São José do Rio Preto),Ensino fundamental,Não,Não estou trabalhando,Sim,Bem,Bem,Sem conflitos relevantes,2200,Não tenho CEP,Um banheiro exclusivo da família,Cimento e/ou contrapiso,Materiais adequados,Madeira aproveitada,Fossa,Encanada fora da rede oficial,Todos os dias da semana,Possui sem padrão próprio,Recolhido pela prefeitura,"Infiltração, alagamento, inundação, umidade, chuva, goteiras e mofo;Animais indesejados",Certidão de casamento;Título de eleitor;Carteira de trabalho,Nenhuma opção,Não tenho acesso à internet,Às vezes,Todos os membros tem acesso,Mais que 3 vezes ao dia,R_DI_IncomeDesc_4=NA; R_DI_IncomeDesc_5=600; R_DI_IncomeDesc_6=NA; R_DI_IncomeDesc_7=NA; R_DI_IncomeDesc_8=NA; R_DI_IncomeDesc_9=NA; R_DI_IncomeDesc_10=NA;R_DC_IncomeDesc_4=NA; R_DC_IncomeDesc_5=NA; R_DC_IncomeDesc_6=NA; R_DC_IncomeDesc_7=NA; R_DC_IncomeDesc_8=NA; R_DC_IncomeDesc_9=NA; R_DC_IncomeDesc_10=NA,R_DI_JobSatisfaction_1_Interessante=NA; R_DI_JobSatisfaction_2_Util=NA; R_DI_JobSatisfaction_3_Assedio=NA; R_DI_JobSatisfaction_4_Satisfeito=NA; R_DI_JobSatisfaction_5_Educacao=NA; R_DI_JobSatisfaction_6_Crescimento=NA; R_DI_JobSatisfaction_7_Satisfeito=NA; R_DI_JobSatisfaction_8_CLT=NA; R_DI_JobSatisfaction_9_Seguro=NA; R_DI_JobSatisfaction_10_Empreender=NA; R_DI_JobSatisfaction_11_Escolher=NA; R_DI_JobSatisfactio2_7=NA;NA,3.52994343275928,P2,3.75541958525984,P1,2.28632121087001,E2,3.66666466667067,P1,5,D,5,D,1.00119856651445,E1,5,D,4,P2,5,D,Sim,NA,Nenhuma opção,Nenhuma opção,Nenhuma opção,CPF;RG;Certidão de casamento;Título de eleitor;Carteira de trabalho;Cartão SUS;NIS/NIT,Bem,Bem,Não,Ensino fundamental,Autônomo,Às vezes,Tenho CEP,Mais de um banheiro exclusivo da família,Porta externa que fecha o banheiro;Chuveiro com água quente;Privada com tampa;Piso de azulejo;Parede de azulejo,"Cerâmica, lajota, pedra, material sustentável e/ou madeira trabalhada",Materiais adequados,Materiais adequados,Ligado à rede oficial,Encanada da rede pública,Todos os dias da semana,Possui com padrão próprio,Recolhido pela prefeitura,"Infiltração, alagamento, inundação, umidade, chuva, goteiras e mofo",Creche ou escola pública;Posto de Saúde;Iluminação pública;Hospital público;Creche ou escola pública;Opções de lazer;Creche ou escola pública;Esgoto e água encanada;Transporte Público;Esgoto e água encanada;Ruas e vielas;Ruas e vielas;Espaços comunitários,Todos os membros tem acesso,Mais que 3 vezes ao dia,4750,"Para trabalhar;Para passar o tempo (redes sociais, jogos, ouvir música, ver filme...);Para falar com amigos e família;Para acessar serviços públicos (poupa tempo, gov.br, INSS, etc...);Para acessar banco e serviços financeiros;Para comprar coisas",Sim,R_ATI_JobSatisfaction_Interessante_1=NA; R_ATI_JobSatisfaction_Util_2=NA; R_ATI_JobSatisfaction_Assedio_3=NA; R_ATI_JobSatisfaction_Satisfeito_4=NA; R_ATI_JobSatisfaction_Educacao_5=NA; R_ATI_JobSatisfaction_6_Crescimento=NA; R_ATI_JobSatisfaction_Satisfeito_7=NA; R_ATI_JobSatisfaction_CLT_8=NA; R_ATI_JobSatisfaction_Seguro_9=NA; R_ATI_JobSatisfaction_Empreender_10=NA; R_ATI_JobSatisfaction_Escolher_11=NA; R_ATI_JobSatisfaction_NEscolher_12=NA; R_ATI_JobSatisfaction_Interessante_13=NA; R_ATI_JobSatisfaction_Util_14=NA,R_ATI_IncomeDesc_4=4000; R_ATI_IncomeDesc_5=750; R_ATI_IncomeDesc_6=0; R_ATI_IncomeDesc_7=0; R_ATI_IncomeDesc_8=0; R_ATI_IncomeDesc_9=0; R_ATI_IncomeDesc_10=0,4.78172990886439,D,5.11229591724522,D,5.81077747003458,D,3.66666466667067,P1,5,D,5,D,5.31250131250131,D,4,P2,4.1333298133277,P2,5,D,Harmônicas,Sim,NA,Nenhuma opção,Nenhuma opção,Mulher cisgênero,Branca,6,366.66666,791.6667
1.15.3.2022.155190R_ZE1ltzskFjWLkxr,Marte (São José do Rio Preto),Ensino médio,Não,Não estou trabalhando,Sim,Não muito bem,Bem,Harmônicas,600,NA,Um banheiro exclusivo da família,"Cerâmica, lajota, pedra, material sustentável e/ou madeira trabalhada",Materiais adequados,Materiais adequados,Ligado à rede oficial,Encanada da rede pública,Todos os dias da semana,Possui com padrão próprio,Outro,Nenhum problema,Não tenho nenhum documento,Nenhuma opção,Não tenho acesso à internet,Nunca,NA,3 vezes ao dia,R_DI_IncomeDesc_4=NA; R_DI_IncomeDesc_5=450; R_DI_IncomeDesc_6=NA; R_DI_IncomeDesc_7=NA; R_DI_IncomeDesc_8=NA; R_DI_IncomeDesc_9=NA; R_DI_IncomeDesc_10=NA;R_DC_IncomeDesc_4=NA; R_DC_IncomeDesc_5=NA; R_DC_IncomeDesc_6=NA; R_DC_IncomeDesc_7=NA; R_DC_IncomeDesc_8=NA; R_DC_IncomeDesc_9=NA; R_DC_IncomeDesc_10=NA,R_DI_JobSatisfaction_1_Interessante=NA; R_DI_JobSatisfaction_2_Util=NA; R_DI_JobSatisfaction_3_Assedio=NA; R_DI_JobSatisfaction_4_Satisfeito=NA; R_DI_JobSatisfaction_5_Educacao=NA; R_DI_JobSatisfaction_6_Crescimento=NA; R_DI_JobSatisfaction_7_Satisfeito=NA; R_DI_JobSatisfaction_8_CLT=NA; R_DI_JobSatisfaction_9_Seguro=NA; R_DI_JobSatisfaction_10_Empreender=NA; R_DI_JobSatisfaction_11_Escolher=NA; R_DI_JobSatisfactio2_7=NA;NA,4.56783289679907,D,2.67003478642037,E2,5.73696259437403,D,4,P2,5,D,NA,NA,5,D,NA,NA,NA,NA,5,D,Sim,Sim,Nenhuma opção,Nenhuma opção,Nenhuma opção,CPF;RG;Título de eleitor;Carteira de trabalho;Cartão SUS;Certidão de nascimento;NIS/NIT,Não muito bem,Não muito bem,Não,Ensino fundamental,"CLT, servidor público, estágio ou jovem aprendiz",Às vezes,NA,Um banheiro exclusivo da família,Porta externa que fecha o banheiro;Box ou cortina que fecha o chuveiro;Chuveiro com água fria;Chuveiro com água quente;Privada com tampa;Piso de azulejo;Parede de azulejo,"Cerâmica, lajota, pedra, material sustentável e/ou madeira trabalhada",Materiais adequados,Materiais adequados,Ligado à rede oficial,Encanada da rede pública,Todos os dias da semana,Possui com padrão próprio,Recolhido pela prefeitura,"Infiltração, alagamento, inundação, umidade, chuva, goteiras e mofo;Nenhum problema",Creche ou escola pública;Posto de Saúde;Iluminação pública;Hospital público;Creche ou escola pública;Opções de lazer;Creche ou escola pública;Esgoto e água encanada;Transporte Público;Esgoto e água encanada;Ruas e vielas;Ruas e vielas;Espaços comunitários,NA,Mais que 3 vezes ao dia,2100,"Para passar o tempo (redes sociais, jogos, ouvir música, ver filme...);Para falar com amigos e família;Para acessar serviços públicos (poupa tempo, gov.br, INSS, etc...);Para acessar banco e serviços financeiros;Para comprar coisas",Sim,R_ATI_JobSatisfaction_Interessante_1=NA; R_ATI_JobSatisfaction_Util_2=NA; R_ATI_JobSatisfaction_Assedio_3=NA; R_ATI_JobSatisfaction_Satisfeito_4=NA; R_ATI_JobSatisfaction_Educacao_5=NA; R_ATI_JobSatisfaction_6_Crescimento=NA; R_ATI_JobSatisfaction_Satisfeito_7=NA; R_ATI_JobSatisfaction_CLT_8=NA; R_ATI_JobSatisfaction_Seguro_9=NA; R_ATI_JobSatisfaction_Empreender_10=NA; R_ATI_JobSatisfaction_Escolher_11=NA; R_ATI_JobSatisfaction_NEscolher_12=NA; R_ATI_JobSatisfaction_Interessante_13=NA; R_ATI_JobSatisfaction_Util_14=NA,R_ATI_IncomeDesc_4=2100; R_ATI_IncomeDesc_5=0; R_ATI_IncomeDesc_6=0; R_ATI_IncomeDesc_7=0; R_ATI_IncomeDesc_8=0; R_ATI_IncomeDesc_9=0; R_ATI_IncomeDesc_10=0,4.79159975959934,D,5.07157100650279,D,5.93629715736221,D,2.5,E2,5,D,NA,NA,5.4999964999965,D,NA,NA,NA,NA,5,D,Harmônicas,Sim,Sim,Nenhuma opção,Nenhuma opção,NA,NA,NA,NA,NA
