id_family_datalake,question,answer,time,FavelaID,Gender,Race,HowManyPHHH
1.11.3.2022.305139R_1hKnzTpsoM389fC,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,4
1.14.12.2021.160144R_26h7fHaIHuHmFTf,SchoolLast,Superior,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.15.10.2021.167179R_5p6FavLKITRoClj,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,6
1.15.3.2022.147339R_1FEXOr2MtRmhic3,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,6
1.15.3.2022.155190R_ZE1ltzskFjWLkxr,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.15.3.2022.191630R_8iu9ZQta2L72Eo1,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.15.3.2022.262467R_3QPJxsWpCYM8crb,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.15.3.2022.310389R_3JJci2Sz9rDhdel,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.15.3.2022.361715R_2txxhkI9AVTB98w,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,3
1.15.3.2022.462136R_3s7Ce68YHn5ugJb,SchoolLast,Técnico profissionalizante,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.15.3.2022.548039R_2t3gtaNtJYCvQWT,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.15.3.2022.590683R_21aorRKmiHixtJW,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,2
1.15.3.2022.853058R_cUB6PIrHhnqspPj,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.15.3.2022.907351R_1QiTuSGP951hZKs,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.16.3.2022.136383R_33D16Z7arIE8yaK,SchoolLast,Nunca estudei,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.16.3.2022.324788R_1pYCwdifcuLrVjz,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.16.3.2022.367726R_2R3rJgWHaloL1Pu,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,5
1.16.3.2022.550001R_3EEBNiu2v4mWBqI,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.16.3.2022.655810R_3sdDmVg4xnTzpYf,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,6
1.16.3.2022.680945R_10w5VIUkjxoKqjG,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,3
1.16.3.2022.708715R_2Ys6ZzkeeTZ7e7t,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.16.3.2022.912895R_2s5rqOIUqOEGUlA,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,3
1.16.3.2022.984401R_2wLfJ8h6Y5WIXdG,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.17.3.2022.142446R_sofGNxVBYVEKrHH,SchoolLast,Nunca estudei,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.17.3.2022.166214R_6Am5aFDvngt6m0V,SchoolLast,Superior,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.17.3.2022.208946R_2vZfRZhWjWFnYUc,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,2
1.17.3.2022.227815R_3J9QUueZjHCUjef,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.17.3.2022.301346R_1DZw4AeFmudDM2Q,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.17.3.2022.335323R_D0tW8LfSdENFhtv,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,2
1.17.3.2022.592798R_sUwGU1nGKuvIRu9,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,4
1.17.3.2022.659649R_306L4gibd3rP6p4,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.17.3.2022.675705R_22zwAMvkVlCQGDg,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.17.3.2022.698892R_1jeq0rUdZNEmKDF,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.17.3.2022.795552R_2q7saCrZXeFVMIQ,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.17.3.2022.902929R_s67brkhd6j2zKcF,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,5
1.17.3.2022.981869R_231crzdeCeer10g,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.18.3.2022.132381R_W8WFUBkOunND1wR,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.18.3.2022.443413R_3sc6av5YzZGhArv,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,1
1.18.3.2022.634911R_2BrClThbCEIefVM,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.18.3.2022.802003R_1MRLTV9H8bT3eCG,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.18.3.2022.818693R_1cUhRXAOhDo7aTd,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,7
1.18.3.2022.834218R_1o89kstTVLXbqRR,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,1
1.18.3.2022.969138R_vqPKX4oWVX0W4lX,SchoolLast,Superior,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.19.3.2022.176618R_1QheVxk6ML5UbyM,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,5
1.19.3.2022.737362R_1EgrxdfNHf5S45i,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,3
1.22.2.2022.600886R_2QE5v2yj5FHwS4f,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,1
1.22.2.2022.860984R_1d4E0tCyF5ahMFb,SchoolLast,Superior,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.22.3.2022.133382R_2akH3qKeYZHu8m6,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,3
1.22.3.2022.155331R_2zk9XkQ3VihhzdX,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,3
1.22.3.2022.165664R_3fSIGmKbLrpBB00,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,4
1.22.3.2022.168682R_1jTm53Io24vFxr5,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.187708R_czKLxE6szqsUPxD,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,4
1.22.3.2022.237223R_2QJR2zCHWxavMkU,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.22.3.2022.276484R_eyrtKk8EQbashAl,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,5
1.22.3.2022.327680R_2uwwGAsqNSxCd3a,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.339887R_1F8s6rWojsQHbIy,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.22.3.2022.352916R_5BYdBYFfAJdUWQ1,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,3
1.22.3.2022.417956R_1eQN1UFZR3aTJWu,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.447988R_24jj2R0PJodbheB,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.456871R_2cu6ixidevKGuzp,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,1
1.22.3.2022.500619R_3GqYS3vWL08H3OU,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.564274R_1BXygVh4kgrxEOt,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.22.3.2022.567049R_1d01JzLs5ja7sLt,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,6
1.22.3.2022.571660R_2U8XiC33cD4pI4Z,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,3
1.22.3.2022.577549R_2E68M3Db3Zp1a4o,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.22.3.2022.604245R_1IARVPbtr85WNa5,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,2
1.22.3.2022.659071R_DOHaGOcPKNkyIjn,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.22.3.2022.728612R_O8bseCJ5FmGnTzP,SchoolLast,Superior,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.22.3.2022.750614R_2TGngvBEmeiy0EP,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,4
1.22.3.2022.759765R_30iqqt9y0ECD3T4,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,1
1.22.3.2022.769558R_2SxaBYfE655ktCE,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.22.3.2022.772231R_20Vt2MN3PGA5M78,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,2
1.22.3.2022.795986R_2xCWTLWjROFZgcN,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,4
1.22.3.2022.832903R_2c1JsXS8W3ePc9u,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,1
1.22.3.2022.839375R_z7uox94yznRkECd,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,5
1.22.3.2022.862794R_AieVtk7jIMj1Tc5,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.22.3.2022.863042R_BGuuMp31ikG6Mw1,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,6
1.22.3.2022.866475R_1DUxRUiez41ryNM,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.22.3.2022.874919R_38XLb9wQn9pbpSx,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,5
1.22.3.2022.878527R_1KpdpgWywxdhLco,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.22.3.2022.904599R_114Ko5qDfJ6NXK2,SchoolLast,EJA,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.22.3.2022.958857R_2Sc6fjuv0wLxXFD,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.143832R_1CCRLFpju6EIuzL,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.174789R_3MfYXTIve5Hb1TW,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,6
1.23.3.2022.233785R_31gYI4ksUynRLgY,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.23.3.2022.247280R_1pFGQR4lrGUdcT8,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.23.3.2022.264798R_3hgP3vmpUvX42bb,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.23.3.2022.295760R_25TROFtRp8o5TRq,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,1
1.23.3.2022.317448R_2waj6yUhsqDk2LV,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.317960R_2OZt4SGbMGhzdPT,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.23.3.2022.332176R_1QzLSt5JMy9VXxI,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.23.3.2022.342617R_10CQnZgn4QD6rGc,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.23.3.2022.397583R_3gNoPWhuHqvnr17,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.413176R_1ML3eAhUpKv3Wom,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.444312R_ewxPjit5KqSCeWZ,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.495834R_3dGFwq9EkS9a3yc,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.496426R_2WTFqo900Isxz1A,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.505122R_vSH8j2mZmmLs6RP,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.588652R_24vdRMSmdAX2Nwh,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.598289R_1DvRrBApqzAtgRo,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.23.3.2022.608700R_2QSNrtxNXJ5D73t,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.631912R_2t04XxFNPtDBKgP,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.714092R_22lYn2lPFRLV4IL,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.725909R_2veQn5NChyAJnXZ,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,5
1.23.3.2022.743833R_1rII3qT1odFR87F,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,4
1.23.3.2022.799455R_3NCj2kLgRF6Lt7O,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.802331R_1E3S8pImTluJv2H,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.23.3.2022.808828R_246kPHsq5BAlquW,SchoolLast,Técnico profissionalizante,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,2
1.23.3.2022.849660R_1l9wK8RUTss5qHW,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem transgênero,Preta,2
1.23.3.2022.870359R_24HL1AcMBStZkNS,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.890320R_3RsdacXU0cdOLRU,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.904230R_3KPzusraTDTxbFn,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,4
1.23.3.2022.906848R_R4ufdXejL6sINUZ,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.907386R_1EKeA4z8mJ828oN,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,2
1.23.3.2022.955064R_2qpJf537yTlwtHr,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.958716R_2ZTXzDzJnWoi6kl,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.23.3.2022.996973R_BPSBiWQJE3boDrX,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.24.3.2022.426021R_2wBmOkIB1eoK5h6,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.24.3.2022.658068R_2dhWLaeeEf7OkpQ,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.24.3.2022.694036R_BV6HmhbHUsnwG9H,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.24.3.2022.985836R_1hEXUY3SNJhKMus,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.25.11.2021.994877R_24vjPAPIEUi5WNL,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,4
1.28.4.2022.248210R_9AKhKHlc9k2YwkF,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,3
1.3.3.2022.381240R_1Lha6Y53x1SBn4I,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,3
1.4.3.2022.301018R_3nixFj4QlkglGeY,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
2.12.3.2022.709966R_1f9LgHY0ykdGgL4,SchoolLast,Ensino médio,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.22.3.2022.474333R_24wIwJWbrEVYI5D,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.22.3.2022.639641R_1FrYkHcWoYn7TzN,SchoolLast,Ensino médio,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.23.3.2022.750797R_1g877K851x1i9v6,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.24.3.2022.257990R_0N6PSwAnjUlUPMR,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,5
2.29.3.2022.482450R_24l8FjR04GP3fUE,SchoolLast,Ensino médio,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.3.3.2022.801078R_0VcT1rqXRIemhfr,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.30.3.2022.801905R_3JbjRijGYiQIne9,SchoolLast,Ensino médio,FIRST,Favela dos Sonhos (São Paulo),NA,NA,2
3.02.2023.268652R_3OiyUsz8DXePCiA,SchoolLast,Superior,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,3
3.02.2023.272897R_2YVQVtE8sX0AGRs,SchoolLast,Técnico profissionalizante,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Branca,2
3.02.2023.369859R_1LRPE8LbjbET4Hy,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Branca,2
3.10.6.2022.161946R_1CHgyHr28MF0Em6,SchoolLast,Nunca estudei,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
3.11.11.2021.267045R_1eKykLkUhWn8D9s,SchoolLast,Nunca estudei,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,4
3.12.11.2021.581386R_3pa7R68zGBKhMB3,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,5
3.13.11.2021.375993R_214BuWRwNfLhaIa,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,5
3.13.9.2022.376760R_C9wRCX0hqqzoUPn,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
3.13.9.2022.540383R_4UtLWfXSqRXPAVH,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,3
3.14.9.2022.632152R_1DRPNGpa6wsE0Ib,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher transgênero,Parda,4
3.16.11.2021.427370R_3QMhd6ktSbgEDsw,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,4
3.16.9.2022.379265R_C38uD7FsiC0qucN,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,1
3.16.9.2022.589189R_3JmyswBZzKiMECP,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,4
3.16.9.2022.778810R_07EtdLMZf8ZBBND,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Amarela,2
3.17.5.2022.802810R_3PACRzdtI7nxd2o,SchoolLast,Nunca estudei,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
3.18.5.2022.815140R_2uwSIRMRhpbEkYO,SchoolLast,Nunca estudei,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,3
3.19.9.2022.458054R_1hSj79SdcHtN2ns,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Branca,3
3.19.9.2022.607422R_2XcvibMFnQyWg6N,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,2
3.19.9.2022.687860R_3GDPGY3mSnepXgD,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
3.19.9.2022.687937R_1pG0Z0AEAn8CtqE,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Homem cisgênero,Parda,3
3.19.9.2022.964692R_UXuVJVYJQCKHQid,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Homem cisgênero,Parda,3
3.2.5.2022.802869R_2EzQ4r9ce1Db7Hs,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),NA,NA,3
3.2.5.2022.970221R_2CeRzaQ5oY0Mn5W,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,5
3.20.6.2022.565747R_2zOzJe6LLdIHr9p,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,4
3.21.6.2022.370417R_12xWQZmAtDi2Arg,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,6
3.22.6.2022.135458R_115Sglv72Tt7oBO,SchoolLast,Nunca estudei,FIRST,Morro da Providência (Rio de Janeiro),Homem cisgênero,Parda,NA
3.22.6.2022.811810R_2qren094UrMTNgn,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,4
3.23.5.2022.201241R_0NXkLSmM7Tg4373,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,3
3.24.5.2022.565269R_25EqopBLr3FzBfO,SchoolLast,Nunca estudei,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,4
3.26.5.2022.684527R_3JDCsqtnnRqKxnw,SchoolLast,Nunca estudei,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Amarela,1
3.28.6.2022.634980R_1eyQcihIiBWUuIS,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,2
3.5.11.2021.573424R_Y9METrcJZYPXYEV,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,5
3.8.11.2021.337257R_1CDgP09BV3eYTaE,SchoolLast,Ensino médio,FIRST,Morro da Providência (Rio de Janeiro),Homem cisgênero,Branca,7
3.8.6.2022.778144R_2b47gcS4Zbvh1Tt,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,3
3.9.11.2021.173705R_2anRd2X2lb1CL4K,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,1
3.9.11.2021.221846R_2ydQirwj4oDzizp,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
4.1.8.2022.152492R_1kNdxc6sijdBGPv,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.1.8.2022.218237R_6fbstqd1iVg64nL,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.1.8.2022.451557R_2zqgmRIeQpyjT7c,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.1.8.2022.455219R_26g5t1lXvdwHgjW,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,1
4.1.8.2022.775272R_2DSNXepCHYTwdZd,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.1.8.2022.853126R_1OrAyvut54Vo3aD,SchoolLast,Técnico profissionalizante,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,1
4.10.12.2021.660892R_1d9RyRtNzYDaQf6,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.13.12.2021.699040R_1CqNPZDtXxRYxBB,SchoolLast,Nunca estudei,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.13.4.2022.542784R_10ZcQZwf746jyhK,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.13.4.2022.774758R_1gN1nHaTmzXtFL7,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.13.7.2022.732202R_1DoQNcFvV7mUnZp,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
