id_family_datalake,question,answer,time,FavelaID,Gender,Race,HowManyPHHH
1.22.3.2022.168682R_1jTm53Io24vFxr5,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.187708R_czKLxE6szqsUPxD,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,4
1.22.3.2022.237223R_2QJR2zCHWxavMkU,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.22.3.2022.276484R_eyrtKk8EQbashAl,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,5
1.22.3.2022.327680R_2uwwGAsqNSxCd3a,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.339887R_1F8s6rWojsQHbIy,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.22.3.2022.352916R_5BYdBYFfAJdUWQ1,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,3
1.22.3.2022.417956R_1eQN1UFZR3aTJWu,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.447988R_24jj2R0PJodbheB,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.456871R_2cu6ixidevKGuzp,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,1
1.22.3.2022.500619R_3GqYS3vWL08H3OU,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.22.3.2022.564274R_1BXygVh4kgrxEOt,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.22.3.2022.567049R_1d01JzLs5ja7sLt,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,6
1.22.3.2022.571660R_2U8XiC33cD4pI4Z,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,3
1.22.3.2022.577549R_2E68M3Db3Zp1a4o,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.22.3.2022.604245R_1IARVPbtr85WNa5,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,2
1.22.3.2022.659071R_DOHaGOcPKNkyIjn,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.22.3.2022.728612R_O8bseCJ5FmGnTzP,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.22.3.2022.750614R_2TGngvBEmeiy0EP,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,4
1.22.3.2022.759765R_30iqqt9y0ECD3T4,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,1
1.22.3.2022.769558R_2SxaBYfE655ktCE,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.22.3.2022.772231R_20Vt2MN3PGA5M78,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,2
1.22.3.2022.795986R_2xCWTLWjROFZgcN,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,4
1.22.3.2022.832903R_2c1JsXS8W3ePc9u,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,1
1.22.3.2022.839375R_z7uox94yznRkECd,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,5
1.22.3.2022.862794R_AieVtk7jIMj1Tc5,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.22.3.2022.863042R_BGuuMp31ikG6Mw1,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,6
1.22.3.2022.866475R_1DUxRUiez41ryNM,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.22.3.2022.874919R_38XLb9wQn9pbpSx,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,5
1.22.3.2022.878527R_1KpdpgWywxdhLco,CategoriaIGF,NA,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.22.3.2022.904599R_114Ko5qDfJ6NXK2,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.22.3.2022.958857R_2Sc6fjuv0wLxXFD,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.143832R_1CCRLFpju6EIuzL,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.174789R_3MfYXTIve5Hb1TW,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,6
1.23.3.2022.233785R_31gYI4ksUynRLgY,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.23.3.2022.247280R_1pFGQR4lrGUdcT8,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.23.3.2022.264798R_3hgP3vmpUvX42bb,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.23.3.2022.295760R_25TROFtRp8o5TRq,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,1
1.23.3.2022.317448R_2waj6yUhsqDk2LV,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.317960R_2OZt4SGbMGhzdPT,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.23.3.2022.332176R_1QzLSt5JMy9VXxI,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.23.3.2022.342617R_10CQnZgn4QD6rGc,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.23.3.2022.397583R_3gNoPWhuHqvnr17,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.413176R_1ML3eAhUpKv3Wom,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.444312R_ewxPjit5KqSCeWZ,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.495834R_3dGFwq9EkS9a3yc,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.496426R_2WTFqo900Isxz1A,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.505122R_vSH8j2mZmmLs6RP,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.588652R_24vdRMSmdAX2Nwh,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.598289R_1DvRrBApqzAtgRo,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.23.3.2022.608700R_2QSNrtxNXJ5D73t,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.631912R_2t04XxFNPtDBKgP,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.714092R_22lYn2lPFRLV4IL,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.725909R_2veQn5NChyAJnXZ,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,5
1.23.3.2022.743833R_1rII3qT1odFR87F,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,4
1.23.3.2022.799455R_3NCj2kLgRF6Lt7O,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.802331R_1E3S8pImTluJv2H,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.23.3.2022.808828R_246kPHsq5BAlquW,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,2
1.23.3.2022.849660R_1l9wK8RUTss5qHW,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem transgênero,Preta,2
1.23.3.2022.870359R_24HL1AcMBStZkNS,CategoriaIGF,NA,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.23.3.2022.890320R_3RsdacXU0cdOLRU,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.904230R_3KPzusraTDTxbFn,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,4
1.23.3.2022.906848R_R4ufdXejL6sINUZ,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.3.2022.907386R_1EKeA4z8mJ828oN,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Preta,2
1.23.3.2022.955064R_2qpJf537yTlwtHr,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.3.2022.958716R_2ZTXzDzJnWoi6kl,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.23.3.2022.996973R_BPSBiWQJE3boDrX,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.24.3.2022.426021R_2wBmOkIB1eoK5h6,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.24.3.2022.658068R_2dhWLaeeEf7OkpQ,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,NA
1.24.3.2022.694036R_BV6HmhbHUsnwG9H,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.24.3.2022.985836R_1hEXUY3SNJhKMus,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.25.11.2021.994877R_24vjPAPIEUi5WNL,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,4
1.28.4.2022.248210R_9AKhKHlc9k2YwkF,CategoriaIGF,D,LAST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,3
1.3.3.2022.381240R_1Lha6Y53x1SBn4I,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),Homem cisgênero,Parda,3
1.4.3.2022.301018R_3nixFj4QlkglGeY,CategoriaIGF,P2,LAST,Marte (São José do Rio Preto),NA,NA,NA
2.12.3.2022.709966R_1f9LgHY0ykdGgL4,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.22.3.2022.474333R_24wIwJWbrEVYI5D,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.22.3.2022.639641R_1FrYkHcWoYn7TzN,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.23.3.2022.750797R_1g877K851x1i9v6,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.24.3.2022.257990R_0N6PSwAnjUlUPMR,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,5
2.29.3.2022.482450R_24l8FjR04GP3fUE,CategoriaIGF,D,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.3.3.2022.801078R_0VcT1rqXRIemhfr,CategoriaIGF,P2,LAST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.30.3.2022.801905R_3JbjRijGYiQIne9,CategoriaIGF,NA,LAST,Favela dos Sonhos (São Paulo),NA,NA,2
3.02.2023.268652R_3OiyUsz8DXePCiA,CategoriaIGF,D,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,3
3.02.2023.272897R_2YVQVtE8sX0AGRs,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Branca,2
3.02.2023.369859R_1LRPE8LbjbET4Hy,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Branca,2
3.10.6.2022.161946R_1CHgyHr28MF0Em6,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
3.11.11.2021.267045R_1eKykLkUhWn8D9s,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,4
3.12.11.2021.581386R_3pa7R68zGBKhMB3,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,5
3.13.11.2021.375993R_214BuWRwNfLhaIa,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,5
3.13.9.2022.376760R_C9wRCX0hqqzoUPn,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
3.13.9.2022.540383R_4UtLWfXSqRXPAVH,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,3
3.14.9.2022.632152R_1DRPNGpa6wsE0Ib,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher transgênero,Parda,4
3.16.11.2021.427370R_3QMhd6ktSbgEDsw,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,4
3.16.9.2022.379265R_C38uD7FsiC0qucN,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,1
3.16.9.2022.589189R_3JmyswBZzKiMECP,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,4
3.16.9.2022.778810R_07EtdLMZf8ZBBND,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Amarela,2
3.17.5.2022.802810R_3PACRzdtI7nxd2o,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
3.18.5.2022.815140R_2uwSIRMRhpbEkYO,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,3
3.19.9.2022.458054R_1hSj79SdcHtN2ns,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Branca,3
3.19.9.2022.607422R_2XcvibMFnQyWg6N,CategoriaIGF,E2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,2
3.19.9.2022.687860R_3GDPGY3mSnepXgD,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
3.19.9.2022.687937R_1pG0Z0AEAn8CtqE,CategoriaIGF,D,LAST,Morro da Providência (Rio de Janeiro),Homem cisgênero,Parda,3
3.19.9.2022.964692R_UXuVJVYJQCKHQid,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Homem cisgênero,Parda,3
3.2.5.2022.802869R_2EzQ4r9ce1Db7Hs,CategoriaIGF,E2,LAST,Morro da Providência (Rio de Janeiro),NA,NA,3
3.2.5.2022.970221R_2CeRzaQ5oY0Mn5W,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,5
3.20.6.2022.565747R_2zOzJe6LLdIHr9p,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,4
3.21.6.2022.370417R_12xWQZmAtDi2Arg,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,6
3.22.6.2022.135458R_115Sglv72Tt7oBO,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Homem cisgênero,Parda,NA
3.22.6.2022.811810R_2qren094UrMTNgn,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,4
3.23.5.2022.201241R_0NXkLSmM7Tg4373,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,3
3.24.5.2022.565269R_25EqopBLr3FzBfO,CategoriaIGF,E2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,4
3.26.5.2022.684527R_3JDCsqtnnRqKxnw,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Amarela,1
3.28.6.2022.634980R_1eyQcihIiBWUuIS,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,2
3.5.11.2021.573424R_Y9METrcJZYPXYEV,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,5
3.8.11.2021.337257R_1CDgP09BV3eYTaE,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Homem cisgênero,Branca,7
3.8.6.2022.778144R_2b47gcS4Zbvh1Tt,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,3
3.9.11.2021.173705R_2anRd2X2lb1CL4K,CategoriaIGF,P1,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Parda,1
3.9.11.2021.221846R_2ydQirwj4oDzizp,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,1
4.1.8.2022.152492R_1kNdxc6sijdBGPv,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.1.8.2022.218237R_6fbstqd1iVg64nL,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.1.8.2022.451557R_2zqgmRIeQpyjT7c,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.1.8.2022.455219R_26g5t1lXvdwHgjW,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,1
4.1.8.2022.775272R_2DSNXepCHYTwdZd,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.1.8.2022.853126R_1OrAyvut54Vo3aD,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,1
4.10.12.2021.660892R_1d9RyRtNzYDaQf6,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.13.12.2021.699040R_1CqNPZDtXxRYxBB,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.13.4.2022.542784R_10ZcQZwf746jyhK,CategoriaIGF,P1,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.13.4.2022.774758R_1gN1nHaTmzXtFL7,CategoriaIGF,P1,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.13.7.2022.732202R_1DoQNcFvV7mUnZp,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.13.7.2022.951098R_2mgyDfWrBRLEUo1,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.13.9.2022.735886R_1LbwzrkbBsmEk0k,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.13.9.2022.905274R_1I5kp9kSko3LIjs,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.14.7.2022.668556R_2wugtGZ1jFNH1fR,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.14.9.2022.151323R_2ScPHRF9RdbVdhM,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.14.9.2022.569884R_10Ieo9iXcT4WLg7,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.14.9.2022.845183R_1F53o58tIY327fv,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.14.9.2022.943265R_2SvidKpoA6azBJL,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,5
4.15.7.2022.401167R_aWD9MaUdSzNRkd3,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.15.8.2022.373161R_3Ra6yIeNO5fzist,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.15.9.2022.356800R_25T1eg8Z1zKnb9I,CategoriaIGF,NA,LAST,Vergel do Lago (Maceió),NA,NA,NA
4.15.9.2022.607043R_1FyQJGML0BYjDgm,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,2
4.15.9.2022.944801R_1hySDyMTqdrJk6T,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,3
4.15.9.2022.977807R_1H5IabSsyBR5Ue4,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.16.3.2022.817351R_1CeHKIbAcKxpQrb,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.18.7.2022.710448R_1IZqj8fjuEti5vz,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,1
4.18.7.2022.984217R_2cisXlfhEZMhNoK,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.19.7.2022.770219R_1jJ2NX3ESvAJfMO,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,NA,1
4.19.9.2022.252190R_1KeBVceIdw0WZic,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.19.9.2022.403695R_25yIPgQU1Om6TFZ,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,1
4.19.9.2022.443807R_3DngJfeBlJaweRv,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.19.9.2022.470621R_1dKbew4bz6WmNoi,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.19.9.2022.475828R_10uVUSaj7g2Lwdt,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.19.9.2022.953029R_1et9m1yQsW93gOn,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,1
4.19.9.2022.986773R_3Ld3bdHmLtJePqI,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.2.8.2022.539633R_25BdQ9nd4VqYEym,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.2.8.2022.844305R_3KVJh8C0ICzbrbT,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),NA,NA,1
4.2.8.2022.989441R_1oAvmkT4BE2GtFR,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,NA,1
4.20.7.2022.214332R_1imp0fHq1bMTM0O,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.20.7.2022.391821R_1gwE29U86ctZsDU,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.20.7.2022.423738R_1JDFjtFD4ZxbYo4,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.20.7.2022.681626R_ptjSHnVNfjeFuDv,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Homem cisgênero,Indígena,1
4.20.9.2022.176515R_3qV7YOa6HkOJUPC,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.20.9.2022.210967R_2TKVlBVwt1LRRkQ,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.20.9.2022.472302R_3fE0DacBEEDa3py,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,2
4.21.3.2022.202399R_1Fh1J6c1wmo28sv,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,5
4.21.3.2022.586337R_2hhuvHSLv3dPr7X,CategoriaIGF,P1,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.21.3.2022.954828R_vBM8bbtEXNrSaf7,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,1
4.21.3.2022.957010R_12MwmOJwfLeL7kJ,CategoriaIGF,E2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.21.7.2022.147294R_Ybih0tOKxjqe41z,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.21.7.2022.520612R_2TFYnznUg82OkDH,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,5
4.21.7.2022.560857R_1hQEzpvD7NV7kin,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.22.7.2022.297885R_117WofCp0urcrHb,CategoriaIGF,D,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Amarela,2
4.22.7.2022.381921R_RVRBjEHJ7ercPst,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.23.6.2022.708199R_1kLzrGRUIC9aeGO,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.23.6.2022.728115R_0Pv4435AKnLIVH3,CategoriaIGF,P1,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,6
4.24.8.2022.943042R_2CEAWNcY75Pt3mF,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,2
4.25.7.2022.297192R_2dSA0WBRw2GMux2,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,2
4.25.7.2022.744659R_1qTWl7KzDuSqLho,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,5
4.25.8.2022.205410R_1cUOhJjyzxm1FfL,CategoriaIGF,P2,LAST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,6
4.26.7.2022.180139R_1N9b1yvJDj69w3q,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.27.7.2022.119410R_2YhUdw7zgx8yrUJ,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,10
4.27.7.2022.271254R_QcOJzMpikroELst,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.27.7.2022.432037R_2qjUW6SgIQI1cRT,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.27.7.2022.863840R_2B3gXTB28aRFrSk,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Preta,3
4.27.7.2022.962760R_3JqnTxFNfClTT7O,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.28.7.2022.320529R_1M4dJMWKkvf6vC6,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.28.7.2022.537536R_28LDu6AvvvcFdHo,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Homem cisgênero,Parda,1
4.3.12.2021.660161R_1NsRx3OaA12gfja,CategoriaIGF,P2,LAST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
