id_family_datalake,question_name,time_first,time_last
1.22.3.2022.863042R_BGuuMp31ikG6Mw1,AverageHousing,0,3
3.5.9.2022.600187R_2WIjDbpYIpMrEkX,Income,0,2
4.21.7.2022.520612R_2TFYnznUg82OkDH,SchoolMathLit,0,3
2.16.3.2022.889761R_3kgMbI39UE7V763,SchoolLiteracy,0,3
1.3.7.2021.317475R_331743,HousingProblems,0,2
4.1.8.2022.152492R_1kNdxc6sijdBGPv,AverageIGF,0,3
1.3.7.2021.694871R_859172,Gender,0,0
4.6.7.2022.382007R_A1Ek1LbNEXCcK6R,Garbage,0,3
3.03.2023.458848R_umtdLpmTfjIiwgh,JobSatisfaction,0,3
4.19.9.2022.475828R_10uVUSaj7g2Lwdt,AverageSchooling,0,2
2.6.3.2022.353661R_3HuHNLcH7Jl1jA9,AverageHealth,0,3
2.17.2.2022.787939R_277OVaEycdD0RD8,AverageEnvironment,1,3
2.10.3.2022.264997R_3PmE8Wn3k6sjcOb,AverageSchooling,1,3
1.18.3.2022.634911R_2BrClThbCEIefVM,CategoriaEnvironment,0,2
4.24.8.2022.943042R_2CEAWNcY75Pt3mF,Gender,0,0
2.25.2.2022.537037R_1HcmD7WpJr3kw9d,Documents,0,3
1.25.11.2021.292168R_RKwBgQ5rTkL9mI9,AverageIGF,1,3
3.02.2023.272897R_2YVQVtE8sX0AGRs,CategoriaHousing,0,2
3.12.11.2021.622268R_10A6ujKTH8Jbqr1,AverageCitizenship,0,3
1.23.3.2022.588652R_24vdRMSmdAX2Nwh,Health,1,3
2.17.2.2022.787939R_277OVaEycdD0RD8,Documents,0,3
4.24.8.2022.943042R_2CEAWNcY75Pt3mF,CategoriaHealth,0,3
2.25.1.2022.256212R_10HFkNvtNpGFf7I,CategoriaHousing,1,3
1.1.7.2021.677647R_320903,Eletricity,0,3
1.16.3.2022.680945R_10w5VIUkjxoKqjG,Internet,0,2
2.2.2.2022.658944R_0Jqog7SOu8EsxfH,Internet,0,3
4.10.8.2022.164084R_1F8oXrVydOF916g,CategoriaSchooling,0,3
1.23.3.2022.802331R_1E3S8pImTluJv2H,CulturalEvent,0,3
3.02.2023.80719R_28NcaYVo1H8qLPO,IncomeDesc,0,3
2.1.4.2022.130558R_23ga0qOUIDIQZUg,SchoolLiteracy,0,3
4.23.6.2022.708199R_1kLzrGRUIC9aeGO,HousingProblems,0,3
2.2.2.2022.658944R_0Jqog7SOu8EsxfH,Bathroom,0,3
1.23.3.2022.802331R_1E3S8pImTluJv2H,SchoolCurrent,0,3
1.23.3.2022.247280R_1pFGQR4lrGUdcT8,AverageWomanAutonomy,0,3
4.13.4.2022.774758R_1gN1nHaTmzXtFL7,CommFacilities,0,3
3.02.2023.332930R_21neDpP88moAgkN,Floor,0,3
1.23.3.2022.233785R_31gYI4ksUynRLgY,Water,0,3
1.4.3.2022.657976R_5ij7L8Wxauf4ixr,Bathroom,0,2
4.21.7.2022.404637R_2XhQMA580kYG8Tb,AverageEnvironment,0,3
1.22.3.2022.133382R_2akH3qKeYZHu8m6,BankAccount,0,2
2.1.2.2022.639603R_25TjU40vMvTLLEL,BankAccount,0,3
2.1.2.2022.639603R_25TjU40vMvTLLEL,Garbage,0,3
2.01.2023.224263R_2CvmWK5TwbSZU4X,CategoriaHealth,0,3
2.10.3.2022.264997R_3PmE8Wn3k6sjcOb,JobSatisfaction,0,3
3.03.2023.477336R_1f6G0fpOFuCQiOQ,Floor,0,2
4.9.11.2021.875861R_12xp6j21QiFhcfS,AverageHealth,0,3
4.9.9.2022.617243R_eX9MVfOFl3zpcqZ,Floor,0,3
1.22.3.2022.958857R_2Sc6fjuv0wLxXFD,AverageEnvironment,0,2
4.21.7.2022.520612R_2TFYnznUg82OkDH,CategoriaIGF,0,3
4.13.7.2022.732202R_1DoQNcFvV7mUnZp,HousingProblems,0,3
3.13.11.2021.195345R_VX8wg1p267NVI7D,CulturalEvent,0,3
3.5.11.2021.573424R_Y9METrcJZYPXYEV,AverageHealth,0,2
1.23.2.2022.858831R_1Cyhb3z2ZB2gHXq,SchoolCurrent,0,2
3.03.2023.89635R_3D8ewsmZgatASNy,CategoriaIncome,0,2
3.8.11.2021.337257R_1CDgP09BV3eYTaE,Sewer,0,2
1.15.10.2021.896476R_324Rn1yZErdTimt,Roof,1,3
3.13.11.2021.195345R_VX8wg1p267NVI7D,HealthKids,0,3
1.3.7.2021.642734R_516990,HowManyPHHH,0,0
4.9.11.2021.105406R_3EiP6GX0hLQnHPw,CommFacilities,0,3
3.03.2023.458848R_umtdLpmTfjIiwgh,Roof,0,3
1.22.3.2022.604245R_1IARVPbtr85WNa5,SchoolLiteracy,0,2
3.02.2023.221984R_3fxZ5GBxFDFI8pD,Access,0,2
4.10.2022.206581R_2qEHrUOBHAfpzl0,IncomeDesc,0,3
1.18.3.2022.969138R_vqPKX4oWVX0W4lX,Walls,1,3
3.07.2023.490189R_uqRgWQAZuiUM9Ud,CategoriaSchooling,0,3
1.24.2.2022.256136R_3iCKJgMfwkQUyVD,CommFacilities,0,3
4.7.7.2022.855951R_5tYjkyvspcvZHcB,Documents,0,2
1.17.3.2022.227815R_3J9QUueZjHCUjef,BankAccount,0,2
1.23.2.2022.286306R_2qq3B4c4wNYtAxa,AverageIGF,0,3
1.3.3.2022.381240R_1Lha6Y53x1SBn4I,Bathroom,0,2
3.03.2023.458848R_umtdLpmTfjIiwgh,Sewer,0,3
4.08.2023.80136R_3oRCz1DsZOFjaMN,CategoriaCulture,0,3
3.13.11.2021.263621R_12DPdxvOkqaF3kG,Walls,0,2
4.27.7.2022.432037R_2qjUW6SgIQI1cRT,Eletricity,0,2
1.23.3.2022.996973R_BPSBiWQJE3boDrX,CEP,0,2
1.22.3.2022.133382R_2akH3qKeYZHu8m6,IncomeWorkS3,0,2
4.15.9.2022.944801R_1hySDyMTqdrJk6T,Bathroom,0,3
4.07.2023.334943R_2wgz98LXq1rvNqs,Sewer,0,3
4.27.7.2022.962760R_3JqnTxFNfClTT7O,HousingProblems,0,3
1.22.2.2022.355323R_3PqZFCrgIK4k3qV,CategoriaHousing,0,2
4.27.7.2022.432037R_2qjUW6SgIQI1cRT,CategoriaHousing,0,2
4.14.7.2022.668556R_2wugtGZ1jFNH1fR,Garbage,0,3
2.2.2.2022.363566R_8cux1V1x89up0ch,Sewer,0,2
2.28.1.2022.741392R_12PGhhlyaBoC8Tl,CategoriaEnvironment,0,3
2.9.2.2022.397201R_1Ic5UUIPeNIL4ZA,HealthKids,1,3
2.1.4.2022.918789R_1HeHmOzhihu9U48,CommFacilities,0,2
4.3.11.2021.921537R_2SjZVthITLpnxiM,Gender,0,0
4.15.9.2022.977807R_1H5IabSsyBR5Ue4,IncomeDesc,0,3
3.07.2023.295413R_8G1A1NdM5zdJC2B,FoodManytimes,0,3
3.12.11.2021.592174R_Dw4Dq6cVX85XQwF,AverageSchooling,0,2
2.1.4.2022.129423R_2cdYAQNPpp3ZZ2F,CategoriaSchooling,0,3
1.22.3.2022.839375R_z7uox94yznRkECd,IncomeDesc,0,3
1.22.3.2022.417956R_1eQN1UFZR3aTJWu,Eletricity,0,3
1.23.3.2022.808828R_246kPHsq5BAlquW,AverageEnvironment,0,2
3.02.2023.432022R_6nxtwLYnm4haeVX,HowManyPHHH,0,0
4.4.11.2021.536384R_2aqQ0f1VGHzuBzZ,HousingProblems,0,3
1.22.3.2022.276484R_eyrtKk8EQbashAl,AverageSchooling,0,3
3.19.9.2022.964692R_UXuVJVYJQCKHQid,AverageHealth,0,2
2.29.1.2022.490332R_10wxt6j8CuIKZY2,AverageIGF,0,2
4.19.9.2022.475828R_10uVUSaj7g2Lwdt,CommFacilities,0,2
4.6.7.2022.687806R_24dSiP1Yhp47KKH,Income,0,3
4.18.7.2022.710448R_1IZqj8fjuEti5vz,Documents,0,2
4.18.7.2022.984217R_2cisXlfhEZMhNoK,CategoriaWomanAutonomy,0,3
4.1.8.2022.451557R_2zqgmRIeQpyjT7c,CategoriaCitizenship,0,2
4.30.6.2022.383666R_1CefQNfO7XFnSRE,SchoolLiteracy,0,2
2.14.1.2022.572145R_1i8PM90GFaHC9Gx,SchoolLast,1,3
2.29.1.2022.490332R_10wxt6j8CuIKZY2,BathroomQualit,0,2
4.13.4.2022.542784R_10ZcQZwf746jyhK,CommFacilities,0,3
4.19.7.2022.770219R_1jJ2NX3ESvAJfMO,SchoolLiteracy,0,3
3.07.2023.22609R_2WByNAs488Thm3J,IncomeDesc,0,3
2.4.2.2022.928114R_06SgJCaZj9qJ2W5,BankAccount,1,3
1.2.7.2021.368480R_449632,HowManyPHHH,0,0
1.24.2.2022.171828R_3n0Fkomd1JbvgrG,JobSatisfaction,0,3
4.20.7.2022.555020R_3mAiERWJEJarSkF,CategoriaCitizenship,0,2
3.10.11.2021.389067R_1dLAuBqrTmHn5tp,CategoriaEnvironment,0,3
1.23.3.2022.904230R_3KPzusraTDTxbFn,AverageSchooling,0,2
3.02.2023.295975R_3G0WdatyjJF8WCr,CategoriaCitizenship,0,2
2.16.2.2022.197524R_2DN5Lc8g3pYFhyY,BankAccount,1,3
1.19.3.2022.176618R_1QheVxk6ML5UbyM,DreamsKids,0,3
4.3.12.2021.660161R_1NsRx3OaA12gfja,AverageWomanAutonomy,0,3
1.28.4.2022.248210R_9AKhKHlc9k2YwkF,AverageHousing,0,3
4.14.7.2022.668556R_2wugtGZ1jFNH1fR,CategoriaHousing,0,3
1.2.7.2021.694000R_411684,AverageIGF,0,2
4.9.8.2022.226191R_1FgmsjU4inY6vrL,AverageIGF,0,3
3.12.11.2021.447811R_1eCUlirGPmT97xL,Sewer,0,3
2.1.2.2022.639603R_25TjU40vMvTLLEL,Eletricity,0,3
3.10.11.2021.389067R_1dLAuBqrTmHn5tp,CategoriaHousing,0,3
1.15.10.2021.322988R_1jOlXn9DhAfpB4m,CommFacilities,0,3
3.26.5.2022.684527R_3JDCsqtnnRqKxnw,AverageHealth,0,2
1.4.3.2022.885189R_1j9OyZOpPz9VOQu,SchoolMathLit,0,3
4.18.7.2022.984217R_2cisXlfhEZMhNoK,Documents,0,3
1.3.7.2021.218814R_720478,AverageWomanAutonomy,0,3
3.03.2023.207735R_1CyBhNkXAiB3M0Z,CategoriaWomanAutonomy,0,2
1.22.3.2022.516815R_1jHA3K2dFc5K7Wo,CEP,0,2
3.23.5.2022.201241R_0NXkLSmM7Tg4373,HowManyPHHH,0,0
2.3.3.2022.485648R_1C7nn6q6BTd9wsf,IncomeDesc,0,3
3.19.9.2022.607422R_2XcvibMFnQyWg6N,JobSatisfaction,0,2
3.11.11.2021.664181R_26hdmpqu1uvoeDM,CommFacilities,0,2
3.5.11.2021.277770R_1DNIVEjpRA0nZHY,AverageIGF,0,2
1.22.3.2022.839375R_z7uox94yznRkECd,Income,0,3
3.13.9.2022.376760R_C9wRCX0hqqzoUPn,CulturalEvent,0,2
3.12.11.2021.592174R_Dw4Dq6cVX85XQwF,CategoriaIGF,0,2
2.3.3.2022.972654R_1dyHjSmnystGTgw,Income,0,3
3.03.2023.77391R_1pGd8yvNKhaPJAF,CategoriaHousing,0,3
4.21.7.2022.560857R_1hQEzpvD7NV7kin,CategoriaWomanAutonomy,0,3
2.4.2.2022.928114R_06SgJCaZj9qJ2W5,AverageIGF,0,3
1.24.3.2022.426021R_2wBmOkIB1eoK5h6,IncomeWorkS3,0,3
4.21.7.2022.544468R_6zhpkwtI9CnysKd,Floor,0,2
3.22.6.2022.135458R_115Sglv72Tt7oBO,Documents,0,2
3.07.2023.184063R_2rorGcrAw6gYwck,Income,0,3
1.1.7.2021.668112R_843666,AverageCulture,0,2
1.3.3.2022.381240R_1Lha6Y53x1SBn4I,CategoriaCulture,0,2
1.22.3.2022.237223R_2QJR2zCHWxavMkU,SchoolLast,0,2
1.23.2.2022.544620R_1CygPlkxZsIfmfN,CategoriaCulture,0,3
2.22.2.2022.781217R_331sHkkKHUMIvx2,SchoolMathLit,1,3
2.25.2.2022.132013R_2q9IQ1g1f2MTtta,SchoolCurrent,0,3
1.22.3.2022.759765R_30iqqt9y0ECD3T4,Internet,0,2
3.28.6.2022.634980R_1eyQcihIiBWUuIS,AverageWomanAutonomy,0,2
4.9.11.2021.105406R_3EiP6GX0hLQnHPw,AverageEnvironment,0,3
4.11.7.2022.221060R_2Qs8SGZ9RrBU5KE,CategoriaWomanAutonomy,0,3
3.23.5.2022.201241R_0NXkLSmM7Tg4373,Bathroom,0,2
4.9.11.2021.105406R_3EiP6GX0hLQnHPw,AverageIncome,0,3
1.23.2.2022.287346R_6u3kwQ5tQVMzIuR,BankAccount,0,2
4.08.2023.144605R_3kAL4mBwql3XlVr,CategoriaHousing,0,3
1.22.3.2022.759765R_30iqqt9y0ECD3T4,AverageCitizenship,0,2
1.23.3.2022.955064R_2qpJf537yTlwtHr,Walls,0,2
3.02.2023.470871R_2WVEYLCb1uPZLRM,Access,0,3
1.22.3.2022.276484R_eyrtKk8EQbashAl,AverageHealth,1,3
3.07.2023.71348R_2eR2pf0prg3Lany,HealthKids,0,3
4.5.4.2022.425733R_2XhvLvW67zqQgl5,SchoolCurrent,0,3
4.4.8.2022.295197R_2q2upyt2bcPxnes,CEP,0,3
1.24.11.2021.187519R_114Q5s8eLstnqtT,Garbage,0,3
2.18.2.2022.527794R_1OVKPxjZ4L9tblF,CommFacilities,0,2
1.23.3.2022.743833R_1rII3qT1odFR87F,CategoriaEnvironment,0,3
1.16.3.2022.550001R_3EEBNiu2v4mWBqI,SchoolLiteracy,1,3
4.8.3.2022.818734R_1KkGxs2fSMWbwu2,CategoriaIncome,0,3
1.3.7.2021.299767R_156431,CategoriaIncome,0,2
3.24.5.2022.565269R_25EqopBLr3FzBfO,BathroomQualit,0,2
4.2.8.2022.539633R_25BdQ9nd4VqYEym,HealthKids,0,3
3.02.2023.395044R_2vZCBeS7jaVr2yu,HealthKids,0,3
2.29.1.2022.490332R_10wxt6j8CuIKZY2,Bathroom,0,2
2.29.1.2022.384139R_33fDShYVz18HzF6,WaterFrequency,0,3
4.07.2023.275787R_8CfdQY6K7NFViAp,Access,0,3
1.15.3.2022.462136R_3s7Ce68YHn5ugJb,Walls,1,3
1.18.3.2022.394598R_1jybeogGg6QLYvg,AverageCitizenship,1,3
2.4.3.2022.828562R_1gNfFb7EM8yY7Ju,BathroomQualit,0,3
3.02.2023.470871R_2WVEYLCb1uPZLRM,CEP,0,3
3.13.11.2021.263621R_12DPdxvOkqaF3kG,AverageHealth,0,2
3.02.2023.186904R_Rq8dsW7pxE0MmNb,BathroomQualit,0,3
3.10.11.2021.811917R_2tmLPlvM2kLSPrl,CategoriaSchooling,0,3
4.9.11.2021.875861R_12xp6j21QiFhcfS,Sewer,0,3
1.16.3.2022.136383R_33D16Z7arIE8yaK,AverageIncome,0,3
1.17.3.2022.659649R_306L4gibd3rP6p4,CategoriaEnvironment,0,3
2.12.2.2022.522077R_2w00MYGNffypCek,Documents,0,3
1.22.2.2022.600886R_2QE5v2yj5FHwS4f,Floor,0,2
1.22.3.2022.165664R_3fSIGmKbLrpBB00,CEP,0,2
1.23.3.2022.332176R_1QzLSt5JMy9VXxI,Race,0,0
1.23.2.2022.984242R_2zcHpYl0qibNGX6,CEP,0,2
1.23.3.2022.808828R_246kPHsq5BAlquW,HousingProblems,0,2
3.12.11.2021.447811R_1eCUlirGPmT97xL,CategoriaIncome,0,3
2.11.7.2021.417452R_964375,CategoriaCitizenship,0,2
4.3.12.2021.660161R_1NsRx3OaA12gfja,Bathroom,0,3
1.24.2.2022.639789R_us4cjZCkYPZjwxr,FamilyRelations,1,3
4.2.8.2022.989441R_1oAvmkT4BE2GtFR,HousingProblems,0,3
3.19.9.2022.964692R_UXuVJVYJQCKHQid,Walls,0,2
4.22.7.2022.297885R_117WofCp0urcrHb,Access,0,3
1.15.10.2021.167179R_5p6FavLKITRoClj,CategoriaCitizenship,0,3
1.22.3.2022.577549R_2E68M3Db3Zp1a4o,AverageCulture,0,2
3.02.2023.369859R_1LRPE8LbjbET4Hy,SchoolLast,0,2
1.23.3.2022.342617R_10CQnZgn4QD6rGc,SchoolLast,0,2
3.03.2023.89635R_3D8ewsmZgatASNy,Sewer,0,2
1.3.7.2021.305094R_482113,HousingProblems,0,3
4.08.2023.185077R_23V667IZwYiUHJV,AverageWomanAutonomy,0,3
3.03.2023.482178R_2qgf8HnmzlkEqN7,CategoriaIncome,0,2
3.03.2023.440420R_3eeP8Pift2EhAy0,CategoriaCitizenship,0,2
3.13.9.2022.708151R_AMVOpDpQCPTgu89,CategoriaCitizenship,0,2
4.4.11.2021.536384R_2aqQ0f1VGHzuBzZ,CategoriaCitizenship,0,3
4.22.7.2022.661408R_2b3jklJph2IGZNm,HousingProblems,0,3
2.16.2.2022.197524R_2DN5Lc8g3pYFhyY,AverageHealth,0,3
2.28.1.2022.741392R_12PGhhlyaBoC8Tl,FoodManytimes,1,3
1.16.3.2022.367726R_2R3rJgWHaloL1Pu,AverageHealth,1,3
1.3.7.2021.151688R_868597,CEP,0,2
2.1.4.2022.650073R_1DCiVQjTH5HBjf0,AverageFirstInfancy,1,3
2.1.4.2022.868123R_1f8Bmzo7Fg5AXgw,JobSatisfaction,0,3
1.17.3.2022.981869R_231crzdeCeer10g,IncomeWorkS3,0,2
2.6.3.2022.654306R_1DCNvm72g6GNLdm,SchoolMathLit,1,3
1.3.7.2021.800430R_485699,Water,0,2
3.03.2023.472402R_2CwghnrTdbIBzwx,HousingProblems,0,3
4.19.9.2022.470621R_1dKbew4bz6WmNoi,WaterFrequency,0,3
1.3.7.2021.617025R_431427,AverageIncome,0,2
3.07.2023.22609R_2WByNAs488Thm3J,Floor,0,3
3.02.2023.180937R_2WUdBcvlHzgxUhr,JobSatisfaction,0,3
4.10.8.2022.633980R_2CfaN6rPg5IovXX,AverageHousing,0,3
4.08.2023.185077R_23V667IZwYiUHJV,AverageHealth,0,3
1.18.3.2022.802003R_1MRLTV9H8bT3eCG,CommFacilities,0,2
3.28.6.2022.634980R_1eyQcihIiBWUuIS,CulturalEvent,0,2
4.8.3.2022.818734R_1KkGxs2fSMWbwu2,Internet,0,3
1.1.7.2021.710921R_118195,Race,0,0
2.4.2.2022.981574R_1jfbz9g0qQbGXiw,FamilyRelations,1,3
1.15.3.2022.310389R_3JJci2Sz9rDhdel,Floor,0,2
4.6.7.2022.430943R_egHEPUhvK1VRORr,CategoriaCulture,0,3
1.22.3.2022.155331R_2zk9XkQ3VihhzdX,WaterFrequency,1,3
4.20.9.2022.472302R_3fE0DacBEEDa3py,FoodManytimes,0,3
2.1.2.2022.113963R_1eXcH7aBSGJzXw7,Garbage,0,3
2.1.4.2022.868123R_1f8Bmzo7Fg5AXgw,HousingProblems,0,3
1.14.12.2021.160144R_26h7fHaIHuHmFTf,Internet,0,2
4.19.7.2022.109835R_tLgyvu12QaMaBah,Internet,0,3
1.1.7.2021.160306R_918857,CategoriaHousing,0,2
3.19.9.2022.964692R_UXuVJVYJQCKHQid,AverageIGF,0,2
2.01.2023.224263R_2CvmWK5TwbSZU4X,AverageSchooling,0,3
2.3.3.2022.801078R_0VcT1rqXRIemhfr,IncomeDesc,0,3
2.9.2.2022.733767R_2ByOqBrdXJ4Yqzv,CategoriaHealth,1,3
1.15.3.2022.147339R_1FEXOr2MtRmhic3,Documents,0,3
3.02.2023.221984R_3fxZ5GBxFDFI8pD,Eletricity,0,2
3.16.11.2021.281391R_pN4RxAzAZCYPkXL,AverageFirstInfancy,0,3
4.9.8.2022.377946R_2CkVFii8kcvqfO1,AverageWomanAutonomy,0,3
1.17.3.2022.592798R_sUwGU1nGKuvIRu9,CategoriaEnvironment,0,2
2.26.1.2022.528925R_2TZuGRFALvlv4rL,JobSatisfaction,0,3
3.02.2023.236454R_26fDcsCBZPYH0S5,CategoriaEnvironment,0,2
1.15.10.2021.896476R_324Rn1yZErdTimt,BathroomQualit,0,3
3.16.11.2021.427370R_3QMhd6ktSbgEDsw,SchoolMathLit,0,2
4.10.8.2022.164084R_1F8oXrVydOF916g,FamilyRelations,0,3
3.03.2023.458848R_umtdLpmTfjIiwgh,WaterFrequency,0,3
1.22.3.2022.187708R_czKLxE6szqsUPxD,Garbage,0,3
2.1.2.2022.639603R_25TjU40vMvTLLEL,AverageIncome,0,3
2.29.3.2022.482450R_24l8FjR04GP3fUE,Roof,1,3
2.1.2.2022.113963R_1eXcH7aBSGJzXw7,Internet,0,3
1.22.3.2022.604245R_1IARVPbtr85WNa5,Sewer,0,2
1.22.3.2022.577549R_2E68M3Db3Zp1a4o,CategoriaSchooling,0,2
1.15.10.2021.322988R_1jOlXn9DhAfpB4m,AverageHealth,1,3
2.29.3.2022.482450R_24l8FjR04GP3fUE,SchoolCurrent,0,3
4.27.6.2022.422554R_1ODYBBSgXqRQAfM,AverageIncome,0,3
3.10.11.2021.811917R_2tmLPlvM2kLSPrl,CategoriaHealth,0,3
1.14.12.2021.160144R_26h7fHaIHuHmFTf,AverageIncome,0,2
2.21.12.2021.785812R_2EhOuK9LCwtbOfj,FoodManytimes,1,3
4.20.7.2022.423738R_1JDFjtFD4ZxbYo4,Roof,0,3
4.26.7.2022.180139R_1N9b1yvJDj69w3q,BankAccount,0,2
4.9.11.2021.875861R_12xp6j21QiFhcfS,Income,0,3
2.4.2.2022.418069R_1JEL0A69UvghFjv,Garbage,0,3
2.16.2.2022.209408R_1M5NwT4RogqWtx1,IncomeWorkS3,0,3
4.23.6.2022.786953R_3F42h4kcDKxexT3,Access,0,3
3.16.11.2021.427370R_3QMhd6ktSbgEDsw,AverageWomanAutonomy,0,2
2.31.3.2022.717654R_3ad76K2XZuTLC7L,AverageHousing,0,2
4.08.2023.185077R_23V667IZwYiUHJV,CommFacilities,0,3
4.19.7.2022.109835R_tLgyvu12QaMaBah,AverageWomanAutonomy,0,3
4.23.6.2022.728115R_0Pv4435AKnLIVH3,AverageSchooling,0,3
1.3.7.2021.151688R_868597,Sewer,0,2
1.3.7.2021.585069R_104178,CEP,0,2
3.12.11.2021.643214R_2tskXxpspmncWB3,Sewer,0,2
4.8.8.2022.256652R_2UgEJ9qdVYUBXgy,Eletricity,0,3
4.20.9.2022.472302R_3fE0DacBEEDa3py,AverageHousing,0,3
3.11.11.2021.267045R_1eKykLkUhWn8D9s,Income,0,2
2.27.1.2022.165404R_1YBNUaT9EcRbmBH,CategoriaSchooling,1,3
2.1.4.2022.951692R_2rIqxLWt24exbXL,Water,1,3
4.27.6.2022.422554R_1ODYBBSgXqRQAfM,CEP,0,3
4.21.3.2022.586337R_2hhuvHSLv3dPr7X,CulturalEvent,0,3
3.03.2023.295117R_2xyMNz4TqAPGpCH,CategoriaCulture,0,3
4.08.2023.439756R_3M9yxFQ2fUX5M0a,CategoriaIncome,0,3
1.16.3.2022.136383R_33D16Z7arIE8yaK,Roof,1,3
1.15.3.2022.191630R_8iu9ZQta2L72Eo1,CulturalEvent,0,2
3.5.11.2021.277770R_1DNIVEjpRA0nZHY,Bathroom,0,2
1.23.3.2022.890320R_3RsdacXU0cdOLRU,Floor,0,2
1.22.2.2022.355323R_3PqZFCrgIK4k3qV,CategoriaCitizenship,0,2
3.02.2023.210367R_1g6iwQQVE547cDc,HealthKids,0,3
3.11.11.2021.664181R_26hdmpqu1uvoeDM,IncomeDesc,0,2
1.24.2.2022.639789R_us4cjZCkYPZjwxr,CategoriaEnvironment,0,3
3.02.2023.129544R_3LZ24M5dcYh5waK,AverageCitizenship,0,2
1.22.3.2022.564274R_1BXygVh4kgrxEOt,HowManyPHHH,0,0
1.22.3.2022.133382R_2akH3qKeYZHu8m6,JobSatisfaction,0,2
1.22.3.2022.577549R_2E68M3Db3Zp1a4o,IncomeDesc,0,2
3.22.6.2022.989231R_6xml120YRuHJ8U9,Roof,0,2
1.1.7.2021.480354R_120678,Water,0,2
4.19.9.2022.403695R_25yIPgQU1Om6TFZ,Internet,0,3
4.9.12.2021.404496R_23dg31ekv0ZBIXE,CategoriaIGF,0,3
2.27.1.2022.993844R_3RrLfb8d5cBQN3M,CategoriaSchooling,0,3
1.16.3.2022.367726R_2R3rJgWHaloL1Pu,Roof,1,3
2.1.4.2022.742770R_30bZKBtMa3jFJpz,AverageHealth,1,3
4.08.2023.439756R_3M9yxFQ2fUX5M0a,CategoriaWomanAutonomy,0,3
1.17.3.2022.592798R_sUwGU1nGKuvIRu9,IncomeWorkS3,0,2
1.23.3.2022.890320R_3RsdacXU0cdOLRU,Walls,0,2
3.13.9.2022.376760R_C9wRCX0hqqzoUPn,Roof,0,2
1.18.3.2022.802003R_1MRLTV9H8bT3eCG,SchoolCurrent,0,2
1.17.3.2022.301346R_1DZw4AeFmudDM2Q,IncomeDesc,0,3
1.22.3.2022.904599R_114Ko5qDfJ6NXK2,CategoriaIGF,0,2
2.2.2.2022.499414R_1FDI4VEr1rzMTfF,AverageIGF,0,3
1.23.3.2022.397583R_3gNoPWhuHqvnr17,CategoriaIGF,0,2
4.8.7.2022.780872R_3qIs9BBJaBR3OUK,HowManyPHHH,0,0
3.02.2023.415758R_28J2jjcWg5TWcez,CategoriaHousing,0,3
2.31.3.2022.717654R_3ad76K2XZuTLC7L,Internet,0,2
1.22.3.2022.276484R_eyrtKk8EQbashAl,HousingProblems,0,3
4.21.3.2022.954828R_vBM8bbtEXNrSaf7,IncomeWorkS3,0,2
4.27.7.2022.119410R_2YhUdw7zgx8yrUJ,Internet,0,3
1.21.10.2021.292853R_OvaDaY854MKEcpj,Water,0,2
1.3.7.2021.305094R_482113,CulturalEvent,0,3
3.03.2023.482178R_2qgf8HnmzlkEqN7,Access,0,2
4.21.3.2022.877047R_1GviV16AcYqYWXw,AverageCitizenship,0,3
3.07.2023.362871R_2979lrLE8d3TXET,Roof,0,3
4.15.8.2022.373161R_3Ra6yIeNO5fzist,AverageHousing,0,3
4.19.9.2022.475828R_10uVUSaj7g2Lwdt,AverageEnvironment,0,2
1.23.3.2022.495834R_3dGFwq9EkS9a3yc,Eletricity,1,3
4.2.8.2022.844305R_3KVJh8C0ICzbrbT,Water,0,2
3.07.2023.490189R_uqRgWQAZuiUM9Ud,AverageEnvironment,0,3
4.21.7.2022.404637R_2XhQMA580kYG8Tb,AverageHousing,0,3
2.25.1.2022.256212R_10HFkNvtNpGFf7I,BankAccount,0,3
1.23.3.2022.799455R_3NCj2kLgRF6Lt7O,Gender,0,0
4.7.7.2022.387007R_2pKMRVEJYpDJIrp,Health,0,2
1.23.3.2022.342617R_10CQnZgn4QD6rGc,IncomeDesc,0,2
4.07.2023.13341R_25LcQXlEpiAusnU,AverageCulture,0,3
2.10.7.2021.120956R_427777,IncomeWorkS3,1,3
2.17.12.2021.521899R_1gSgeYdmgziLeq0,CommFacilities,1,3
1.17.3.2022.675705R_22zwAMvkVlCQGDg,Internet,0,2
4.10.8.2022.164084R_1F8oXrVydOF916g,AverageHealth,0,3
2.2.2.2022.499414R_1FDI4VEr1rzMTfF,CEP,0,3
3.13.11.2021.127765R_yCMZN9Z8V41u665,HousingProblems,0,3
1.1.7.2021.525711R_688494,CulturalEvent,0,3
4.7.7.2022.979316R_3qvwWaSOtshhOYr,AverageHousing,0,3
4.9.11.2021.875861R_12xp6j21QiFhcfS,AverageHousing,0,3
4.7.7.2022.604664R_3CZyBcK6dyHhFEL,JobSatisfaction,0,3
1.1.7.2021.710921R_118195,Bathroom,0,2
4.23.6.2022.728115R_0Pv4435AKnLIVH3,SchoolMathLit,0,3
1.22.3.2022.750614R_2TGngvBEmeiy0EP,AverageCitizenship,0,3
1.24.2.2022.221155R_3qx2HRqgb0a9bHu,Water,1,3
3.12.11.2021.204382R_2uqufpHmXrfQWWv,Race,0,0
2.4.2.2022.563793R_2AG8C3pWHkF2RYD,IncomeDesc,0,2
